id,submit,input,run,output,complete,wait,response
37.0,47.0,1500.0,6984.0,1500.0,10031.0,0.0,9984.0
27.0,37.0,1375.0,7600.0,1375.0,10387.0,0.0,10350.0
87.0,104.0,2250.0,5914.0,2250.0,10518.0,0.0,10414.0
21.0,28.0,3250.0,6901.0,3250.0,13429.0,0.0,13401.0
53.0,71.0,3625.0,6532.0,3625.0,13853.0,0.0,13782.0
88.0,106.0,3750.0,7423.0,3750.0,15029.0,0.0,14923.0
90.0,106.0,4750.0,5513.0,4750.0,15119.0,0.0,15013.0
86.0,102.0,5000.0,5121.0,5000.0,15223.0,0.0,15121.0
18.0,25.0,5000.0,5327.0,5000.0,15352.0,0.0,15327.0
78.0,93.0,4750.0,5821.0,4750.0,15414.0,0.0,15321.0
72.0,88.0,5500.0,5654.0,5500.0,16742.0,0.0,16654.0
31.0,41.0,3625.0,9935.0,3625.0,17226.0,0.0,17185.0
49.0,62.0,2750.0,11927.0,2750.0,17489.0,0.0,17427.0
16.0,22.0,6125.0,6460.0,6125.0,18732.0,0.0,18710.0
7.0,9.0,4250.0,10397.0,4250.0,18906.0,0.0,18897.0
9.0,11.0,6125.0,6690.0,6125.0,18951.0,0.0,18940.0
56.0,71.0,2625.0,13710.0,2625.0,19031.0,0.0,18960.0
89.0,106.0,6375.0,6610.0,6375.0,19466.0,0.0,19360.0
73.0,89.0,5625.0,8614.0,5625.0,19953.0,0.0,19864.0
58.0,72.0,3000.0,14073.0,3000.0,20145.0,0.0,20073.0
2.0,3.0,4250.0,11818.0,4250.0,20321.0,0.0,20318.0
36.0,44.0,4875.0,10639.0,4875.0,20433.0,0.0,20389.0
80.0,94.0,6750.0,6884.0,6750.0,20478.0,0.0,20384.0
25.0,34.0,4750.0,11006.0,4750.0,20540.0,0.0,20506.0
51.0,65.0,6750.0,7023.0,6750.0,20588.0,0.0,20523.0
12.0,15.0,4375.0,11952.0,4375.0,20717.0,0.0,20702.0
83.0,95.0,4500.0,11755.0,4500.0,20850.0,0.0,20755.0
44.0,55.0,3375.0,14359.0,3375.0,21164.0,0.0,21109.0
6.0,9.0,5875.0,9528.0,5875.0,21287.0,0.0,21278.0
30.0,40.0,5000.0,11283.0,5000.0,21323.0,0.0,21283.0
97.0,110.0,2000.0,2159.0,2000.0,21573.0,15304.0,21463.0
79.0,94.0,7125.0,7263.0,7125.0,21607.0,0.0,21513.0
32.0,41.0,5125.0,11371.0,5125.0,21662.0,0.0,21621.0
29.0,39.0,7250.0,7400.0,7250.0,21939.0,0.0,21900.0
33.0,42.0,5250.0,11455.0,5250.0,21997.0,0.0,21955.0
14.0,18.0,4875.0,12455.0,4875.0,22223.0,0.0,22205.0
17.0,24.0,7125.0,8026.0,7125.0,22300.0,0.0,22276.0
113.0,126.0,375.0,991.0,375.0,22591.0,20724.0,22465.0
13.0,17.0,5000.0,12590.0,5000.0,22607.0,0.0,22590.0
91.0,107.0,7375.0,7782.0,7375.0,22639.0,0.0,22532.0
15.0,19.0,5125.0,12691.0,5125.0,22960.0,0.0,22941.0
10.0,13.0,7375.0,8286.0,7375.0,23049.0,0.0,23036.0
3.0,5.0,5250.0,12811.0,5250.0,23316.0,0.0,23311.0
5.0,9.0,5250.0,12821.0,5250.0,23330.0,0.0,23321.0
34.0,42.0,5750.0,11894.0,5750.0,23436.0,0.0,23394.0
74.0,89.0,6750.0,10409.0,6750.0,23998.0,0.0,23909.0
8.0,9.0,7125.0,9858.0,7125.0,24117.0,0.0,24108.0
84.0,96.0,6500.0,11064.0,6500.0,24160.0,0.0,24064.0
23.0,29.0,6000.0,12543.0,6000.0,24572.0,0.0,24543.0
82.0,95.0,5750.0,13017.0,5750.0,24612.0,0.0,24517.0
50.0,63.0,5125.0,14315.0,5125.0,24628.0,0.0,24565.0
35.0,42.0,6250.0,12261.0,6250.0,24803.0,0.0,24761.0
28.0,38.0,6250.0,12513.0,6250.0,25051.0,0.0,25013.0
40.0,49.0,4750.0,15787.0,4750.0,25336.0,0.0,25287.0
24.0,31.0,6375.0,12639.0,6375.0,25420.0,0.0,25389.0
1.0,1.0,6125.0,13685.0,6125.0,25936.0,0.0,25935.0
48.0,60.0,5625.0,14800.0,5625.0,26110.0,0.0,26050.0
81.0,95.0,6250.0,13518.0,6250.0,26113.0,0.0,26018.0
55.0,71.0,5000.0,16067.0,5000.0,26138.0,0.0,26067.0
39.0,47.0,5250.0,16249.0,5250.0,26796.0,0.0,26749.0
42.0,53.0,5250.0,16277.0,5250.0,26830.0,0.0,26777.0
59.0,74.0,5375.0,16436.0,5375.0,27260.0,0.0,27186.0
61.0,75.0,5375.0,16438.0,5375.0,27263.0,0.0,27188.0
101.0,113.0,2750.0,2885.0,2750.0,27291.0,18793.0,27178.0
11.0,14.0,6625.0,14181.0,6625.0,27445.0,0.0,27431.0
45.0,58.0,5500.0,16546.0,5500.0,27604.0,0.0,27546.0
67.0,81.0,5500.0,16530.0,5500.0,27611.0,0.0,27530.0
64.0,76.0,5500.0,16581.0,5500.0,27657.0,0.0,27581.0
107.0,118.0,2375.0,2496.0,2375.0,27679.0,20315.0,27561.0
46.0,59.0,5750.0,16786.0,5750.0,28345.0,0.0,28286.0
71.0,87.0,5750.0,16859.0,5750.0,28446.0,0.0,28359.0
26.0,35.0,7375.0,13671.0,7375.0,28456.0,0.0,28421.0
68.0,82.0,5875.0,16942.0,5875.0,28774.0,0.0,28692.0
47.0,60.0,6500.0,16009.0,6500.0,29069.0,0.0,29009.0
54.0,71.0,6125.0,17186.0,6125.0,29507.0,0.0,29436.0
41.0,52.0,6250.0,17287.0,6250.0,29839.0,0.0,29787.0
60.0,74.0,6375.0,17460.0,6375.0,30284.0,0.0,30210.0
70.0,86.0,6500.0,17633.0,6500.0,30719.0,0.0,30633.0
115.0,128.0,3000.0,3614.0,3000.0,30901.0,21159.0,30773.0
57.0,71.0,6625.0,17685.0,6625.0,31006.0,0.0,30935.0
62.0,76.0,6625.0,17686.0,6625.0,31012.0,0.0,30936.0
43.0,53.0,6750.0,17788.0,6750.0,31341.0,0.0,31288.0
66.0,80.0,6875.0,17930.0,6875.0,31760.0,0.0,31680.0
65.0,78.0,7000.0,18041.0,7000.0,32119.0,0.0,32041.0
111.0,124.0,3875.0,4008.0,3875.0,32346.0,20464.0,32222.0
159.0,183.0,1000.0,1647.0,1000.0,32421.0,28591.0,32238.0
4.0,6.0,5875.0,20847.0,5875.0,32603.0,0.0,32597.0
108.0,119.0,4000.0,4125.0,4000.0,32603.0,20359.0,32484.0
96.0,110.0,5750.0,6025.0,5750.0,32939.0,15304.0,32829.0
