time,cpu
4.0,0.0068266666666666476
5.0,0.047786666666666644
6.0,0.05461333333333329
7.0,0.10965333333333338
8.0,0.11007999999999996
11.0,0.11690666666666671
12.0,0.12373333333333336
13.0,0.13056
15.0,0.13738666666666666
17.0,0.1442133333333333
18.0,0.1444266666666667
20.0,0.14464
21.0,0.14485333333333328
23.0,0.1481866666666667
25.0,0.20301333333333338
26.0,0.25762666666666667
27.0,0.27127999999999997
28.0,0.2781066666666666
29.0,0.28493333333333337
33.0,0.29858666666666667
34.0,0.31565333333333334
37.0,0.3361333333333333
39.0,0.34296000000000004
44.0,0.3497866666666667
45.0,0.36685333333333336
46.0,0.37026666666666663
48.0,0.37368
49.0,0.3770933333333333
51.0,0.38050666666666666
52.0,0.3873333333333333
54.0,0.3907466666666667
55.0,0.4180533333333334
56.0,0.4182666666666667
57.0,0.4216
59.0,0.42245333333333335
60.0,0.4258666666666666
62.0,0.42928
64.0,0.44634666666666667
65.0,0.4531733333333333
66.0,0.4565866666666667
69.0,0.47024
70.0,0.47365333333333337
71.0,0.47706666666666664
72.0,0.48048
73.0,0.48730666666666667
74.0,0.4892266666666667
75.0,0.49605333333333335
78.0,0.5114133333333333
79.0,0.5190933333333334
80.0,0.5327466666666667
82.0,0.5395733333333333
83.0,0.56688
84.0,0.5677333333333333
87.0,0.5679466666666666
88.0,0.56816
89.0,0.5683733333333334
92.0,0.5688
94.0,0.5750933333333333
96.0,0.5751200000000001
98.0,0.5753333333333333
99.0,0.57544
101.0,0.5754666666666667
102.0,0.5763199999999999
103.0,0.5765333333333333
104.0,0.5773866666666667
107.0,0.5790933333333333
109.0,0.58016
112.0,0.5810133333333334
113.0,0.5818666666666666
114.0,0.5829333333333333
118.0,0.5965866666666666
119.0,0.61024
121.0,0.6138666666666667
123.0,0.6206933333333333
125.0,0.6241066666666666
128.0,0.6275200000000001
129.0,0.6445866666666666
130.0,0.648
132.0,0.6514133333333334
134.0,0.6548266666666667
135.0,0.6582399999999999
136.0,0.6616533333333333
137.0,0.6650666666666667
139.0,0.66848
140.0,0.6718933333333333
143.0,0.6721066666666666
144.0,0.67552
145.0,0.6823466666666667
146.0,0.6857599999999999
147.0,0.6891733333333334
148.0,0.6925866666666667
150.0,0.6994133333333333
151.0,0.70112
152.0,0.7045333333333333
153.0,0.7083733333333333
154.0,0.7096533333333334
155.0,0.7369733333333333
156.0,0.8222266666666667
157.0,0.8290533333333333
159.0,0.8648933333333333
160.0,0.8990266666666666
161.0,0.8990266666666666
162.0,0.8990266666666666
166.0,0.8990266666666666
167.0,0.8990266666666666
168.0,0.8990266666666666
171.0,0.8990266666666666
172.0,0.8990266666666666
173.0,0.8990266666666666
174.0,0.8990266666666666
175.0,0.8990266666666666
177.0,0.8990266666666666
179.0,0.8990266666666666
181.0,0.8990266666666666
182.0,0.8990266666666666
185.0,0.8990266666666666
186.0,0.8990266666666666
187.0,0.8990266666666666
188.0,0.8990266666666666
190.0,0.8990266666666666
191.0,0.8990266666666666
193.0,0.8990266666666666
194.0,0.8990266666666666
197.0,0.8990266666666666
199.0,0.8990266666666666
201.0,0.8990266666666666
203.0,0.8990266666666666
205.0,0.8990266666666666
207.0,0.8990266666666666
209.0,0.8990266666666666
211.0,0.8990266666666666
212.0,0.8990266666666666
213.0,0.8990266666666666
215.0,0.8990266666666666
217.0,0.8990266666666666
218.0,0.8990266666666666
220.0,0.8990266666666666
224.0,0.8990266666666666
225.0,0.8990266666666666
226.0,0.8990266666666666
229.0,0.8990266666666666
231.0,0.8990266666666666
236.0,0.8990266666666666
237.0,0.8990266666666666
240.0,0.8990266666666666
243.0,0.8990266666666666
244.0,0.8990266666666666
246.0,0.8990266666666666
247.0,0.8990266666666666
249.0,0.8990266666666666
250.0,0.8990266666666666
252.0,0.8990266666666666
253.0,0.8990266666666666
255.0,0.8990266666666666
257.0,0.8990266666666666
259.0,0.8990266666666666
260.0,0.8990266666666666
262.0,0.8990266666666666
263.0,0.8990266666666666
264.0,0.8990266666666666
265.0,0.8990266666666666
267.0,0.8990266666666666
268.0,0.8990266666666666
272.0,0.8990266666666666
274.0,0.8990266666666666
278.0,0.8990266666666666
281.0,0.8990266666666666
283.0,0.8990266666666666
286.0,0.8990266666666666
289.0,0.8990266666666666
290.0,0.8990266666666666
291.0,0.8990266666666666
292.0,0.8990266666666666
293.0,0.8990266666666666
294.0,0.8990266666666666
295.0,0.8990266666666666
296.0,0.8990266666666666
297.0,0.8990266666666666
298.0,0.8990266666666666
299.0,0.8990266666666666
303.0,0.8990266666666666
304.0,0.8990266666666666
305.0,0.8990266666666666
306.0,0.8990266666666666
307.0,0.8990266666666666
310.0,0.8990266666666666
312.0,0.8990266666666666
314.0,0.8990266666666666
318.0,0.8990266666666666
319.0,0.8990266666666666
322.0,0.8990266666666666
324.0,0.8990266666666666
325.0,0.8990266666666666
328.0,0.8990266666666666
332.0,0.8990266666666666
335.0,0.8990266666666666
337.0,0.8990266666666666
340.0,0.8990266666666666
342.0,0.8990266666666666
343.0,0.8990266666666666
345.0,0.8990266666666666
349.0,0.8990266666666666
351.0,0.8990266666666666
353.0,0.8990266666666666
355.0,0.8990266666666666
356.0,0.8990266666666666
359.0,0.8990266666666666
360.0,0.8990266666666666
361.0,0.8990266666666666
362.0,0.8990266666666666
364.0,0.8990266666666666
366.0,0.8990266666666666
368.0,0.8990266666666666
370.0,0.8990266666666666
374.0,0.8990266666666666
