id,submit,input,run,output,complete,wait,response
93.0,92.0,3500.0,1763.0,5875.0,11230.0,0.0,11138.0
21.0,19.0,2250.0,6901.0,4750.0,13920.0,0.0,13901.0
9.0,3.0,3250.0,8690.0,2000.0,13943.0,0.0,13940.0
31.0,27.0,2375.0,8060.0,3500.0,13962.0,0.0,13935.0
28.0,24.0,2000.0,8138.0,4125.0,14287.0,0.0,14263.0
101.0,102.0,2000.0,1760.0,11250.0,15112.0,0.0,15010.0
89.0,85.0,8375.0,2610.0,4500.0,15570.0,0.0,15485.0
72.0,65.0,1625.0,11904.0,3625.0,17219.0,0.0,17154.0
79.0,74.0,9375.0,4513.0,3375.0,17337.0,0.0,17263.0
95.0,94.0,6125.0,8870.0,2750.0,17839.0,0.0,17745.0
18.0,17.0,10750.0,4827.0,2250.0,17844.0,0.0,17827.0
100.0,101.0,4375.0,11648.0,1875.0,17999.0,0.0,17898.0
60.0,60.0,2625.0,13460.0,2375.0,18520.0,0.0,18460.0
99.0,100.0,2125.0,10717.0,5625.0,18567.0,0.0,18467.0
86.0,83.0,8250.0,1746.0,8875.0,18954.0,0.0,18871.0
104.0,108.0,4500.0,6382.0,8375.0,19365.0,0.0,19257.0
83.0,80.0,7625.0,10380.0,1750.0,19835.0,0.0,19755.0
80.0,76.0,7625.0,5884.0,6625.0,20210.0,0.0,20134.0
14.0,12.0,4000.0,12705.0,3500.0,20217.0,0.0,20205.0
90.0,87.0,8750.0,6013.0,5500.0,20350.0,0.0,20263.0
7.0,1.0,2500.0,14522.0,3375.0,20398.0,0.0,20397.0
96.0,97.0,3125.0,10400.0,6875.0,20497.0,0.0,20400.0
84.0,80.0,7500.0,9564.0,3625.0,20769.0,0.0,20689.0
10.0,6.0,6500.0,4411.0,9875.0,20792.0,0.0,20786.0
24.0,21.0,7000.0,8389.0,5500.0,20910.0,0.0,20889.0
30.0,27.0,10000.0,8783.0,2375.0,21185.0,0.0,21158.0
