id,submit,input,run,output,complete,wait,response
216.0,14.0,800.0,1419.0,800.0,3033.0,0.0,3019.0
218.0,16.0,1600.0,2230.0,1600.0,5446.0,0.0,5430.0
241.0,38.0,1600.0,2225.0,1600.0,5463.0,0.0,5425.0
263.0,53.0,1600.0,2229.0,1600.0,5482.0,0.0,5429.0
220.0,19.0,2000.0,2136.0,2000.0,6155.0,0.0,6136.0
256.0,48.0,2000.0,2327.0,2000.0,6375.0,0.0,6327.0
232.0,32.0,1600.0,3818.0,1600.0,7050.0,0.0,7018.0
233.0,32.0,1600.0,3950.0,1600.0,7182.0,0.0,7150.0
210.0,7.0,2400.0,2545.0,2400.0,7352.0,0.0,7345.0
238.0,36.0,2400.0,3122.0,2400.0,7958.0,0.0,7922.0
229.0,29.0,1600.0,5250.0,1600.0,8479.0,0.0,8450.0
215.0,14.0,2400.0,3899.0,2400.0,8713.0,0.0,8699.0
205.0,5.0,2800.0,3430.0,2800.0,9035.0,0.0,9030.0
234.0,33.0,1600.0,6186.0,1600.0,9419.0,0.0,9386.0
254.0,46.0,2400.0,4575.0,2400.0,9421.0,0.0,9375.0
208.0,7.0,2000.0,5667.0,2000.0,9674.0,0.0,9667.0
264.0,53.0,2000.0,5670.0,2000.0,9723.0,0.0,9670.0
217.0,15.0,3200.0,3333.0,3200.0,9748.0,0.0,9733.0
255.0,47.0,3200.0,3525.0,3200.0,9972.0,0.0,9925.0
236.0,35.0,3200.0,3791.0,3200.0,10226.0,0.0,10191.0
242.0,39.0,3200.0,4082.0,3200.0,10521.0,0.0,10482.0
202.0,0.0,2400.0,6058.0,2400.0,10858.0,0.0,10858.0
222.0,21.0,2400.0,6053.0,2400.0,10874.0,0.0,10853.0
223.0,24.0,2400.0,6050.0,2400.0,10874.0,0.0,10850.0
209.0,7.0,3600.0,3721.0,3600.0,10928.0,0.0,10921.0
262.0,53.0,3600.0,3824.0,3600.0,11077.0,0.0,11024.0
228.0,29.0,3600.0,3876.0,3600.0,11105.0,0.0,11076.0
269.0,56.0,3600.0,3871.0,3600.0,11127.0,0.0,11071.0
260.0,50.0,3600.0,3880.0,3600.0,11130.0,0.0,11080.0
