time,cpu,bb
1.0,0.013653333333333295,0.003750000000000031
3.0,0.05461333333333329,0.00824999999999998
4.0,0.05482666666666669,0.009000000000000008
6.0,0.10943999999999998,0.011249999999999982
7.0,0.10965333333333338,0.012750000000000039
8.0,0.10986666666666667,0.014499999999999957
10.0,0.11007999999999996,0.016249999999999987
11.0,0.13056,0.02200000000000002
12.0,0.1442133333333333,0.026000000000000023
13.0,0.14464,0.029000000000000026
15.0,0.1481866666666667,0.03325
18.0,0.20301333333333338,0.03774999999999995
20.0,0.25762666666666667,0.040000000000000036
21.0,0.2644533333333333,0.04200000000000004
22.0,0.27127999999999997,0.04400000000000004
25.0,0.2781066666666666,0.04625000000000001
26.0,0.29176,0.05074999999999996
28.0,0.29858666666666667,0.052749999999999964
30.0,0.30200000000000005,0.05500000000000005
31.0,0.32930666666666664,0.0625
32.0,0.3361333333333333,0.06399999999999995
36.0,0.34296000000000004,0.06625000000000003
37.0,0.35661333333333334,0.06925000000000003
39.0,0.36344,0.07099999999999995
41.0,0.37026666666666663,0.07374999999999998
43.0,0.37368,0.07550000000000001
45.0,0.3770933333333333,0.07699999999999996
48.0,0.38050666666666666,0.07899999999999996
49.0,0.3873333333333333,0.08225000000000005
51.0,0.3907466666666667,0.08450000000000002
53.0,0.4044,0.08825000000000005
54.0,0.41122666666666663,0.08925000000000005
55.0,0.4216,0.09375
57.0,0.4258666666666666,0.09775
58.0,0.42928,0.09999999999999998
60.0,0.4326933333333334,0.10175000000000001
61.0,0.43610666666666664,0.10375000000000001
62.0,0.43952,0.10599999999999998
63.0,0.4429333333333333,0.10775000000000001
65.0,0.44976000000000005,0.11150000000000004
66.0,0.4531733333333333,0.11275000000000002
70.0,0.4565866666666667,0.11475000000000002
72.0,0.45999999999999996,0.11675000000000002
73.0,0.46341333333333334,0.11875000000000002
74.0,0.4668266666666666,0.121
75.0,0.47365333333333337,0.124
76.0,0.47706666666666664,0.12575000000000003
77.0,0.48730666666666667,0.13175000000000003
78.0,0.50288,0.13849999999999996
82.0,0.5097066666666666,0.14075000000000004
83.0,0.51056,0.14300000000000002
