time,cpu
0.0,0.013653333333333295
1.0,0.047786666666666644
2.0,0.05461333333333329
4.0,0.10943999999999998
6.0,0.10965333333333338
7.0,0.10986666666666667
9.0,0.11007999999999996
10.0,0.12373333333333336
11.0,0.13056
12.0,0.13738666666666666
13.0,0.1444266666666667
14.0,0.14464
15.0,0.14485333333333328
17.0,0.1481866666666667
19.0,0.20279999999999998
20.0,0.20301333333333338
22.0,0.25762666666666667
23.0,0.28493333333333337
24.0,0.29176
26.0,0.29858666666666667
27.0,0.30200000000000005
28.0,0.3088266666666667
29.0,0.31565333333333334
31.0,0.3361333333333333
33.0,0.34296000000000004
35.0,0.35661333333333334
37.0,0.36344
38.0,0.37368
39.0,0.3770933333333333
40.0,0.38050666666666666
42.0,0.3873333333333333
44.0,0.3907466666666667
47.0,0.39757333333333333
49.0,0.41122666666666663
51.0,0.4180533333333334
53.0,0.42245333333333335
57.0,0.42928
58.0,0.4326933333333334
59.0,0.43610666666666664
61.0,0.44634666666666667
62.0,0.44976000000000005
63.0,0.45999999999999996
65.0,0.47024
69.0,0.47706666666666664
70.0,0.48048
71.0,0.4838933333333333
72.0,0.4890133333333333
75.0,0.4892266666666667
77.0,0.49605333333333335
78.0,0.50288
79.0,0.5097066666666666
80.0,0.5114133333333333
82.0,0.5122666666666666
84.0,0.5395733333333333
85.0,0.56688
88.0,0.5677333333333333
89.0,0.5679466666666666
90.0,0.56816
91.0,0.5683733333333334
92.0,0.5688
94.0,0.5690133333333334
95.0,0.5741333333333334
96.0,0.5749866666666666
98.0,0.5750933333333333
99.0,0.5751200000000001
101.0,0.57544
105.0,0.5754666666666667
106.0,0.5763199999999999
107.0,0.5765333333333333
110.0,0.5773866666666667
111.0,0.5790933333333333
112.0,0.58016
113.0,0.5818666666666666
114.0,0.5820799999999999
115.0,0.5897600000000001
116.0,0.6104533333333333
117.0,0.6138666666666667
120.0,0.61728
121.0,0.6206933333333333
125.0,0.6241066666666666
126.0,0.63776
127.0,0.6445866666666666
130.0,0.648
132.0,0.6514133333333334
133.0,0.6548266666666667
135.0,0.66848
136.0,0.6721066666666666
137.0,0.6789333333333334
138.0,0.6823466666666667
139.0,0.6925866666666667
140.0,0.7000533333333334
142.0,0.7045333333333333
144.0,0.7047466666666666
145.0,0.70496
146.0,0.7083733333333333
147.0,0.7088
148.0,0.7096533333333334
149.0,0.76428
150.0,0.8290533333333333
151.0,0.8444133333333333
153.0,0.8648933333333333
154.0,0.87172
156.0,0.8990266666666666
158.0,0.8990266666666666
159.0,0.8990266666666666
161.0,0.8990266666666666
163.0,0.8990266666666666
165.0,0.8990266666666666
166.0,0.8990266666666666
168.0,0.8990266666666666
170.0,0.8990266666666666
172.0,0.8990266666666666
173.0,0.8990266666666666
174.0,0.8990266666666666
176.0,0.8990266666666666
177.0,0.8990266666666666
179.0,0.8990266666666666
182.0,0.8990266666666666
183.0,0.8990266666666666
184.0,0.8990266666666666
185.0,0.8990266666666666
187.0,0.8990266666666666
188.0,0.8990266666666666
190.0,0.8990266666666666
192.0,0.8990266666666666
193.0,0.8990266666666666
194.0,0.8990266666666666
197.0,0.8990266666666666
198.0,0.8990266666666666
199.0,0.8990266666666666
201.0,0.8990266666666666
204.0,0.8990266666666666
205.0,0.8990266666666666
206.0,0.8990266666666666
209.0,0.8990266666666666
210.0,0.8990266666666666
213.0,0.8990266666666666
214.0,0.8990266666666666
215.0,0.8990266666666666
217.0,0.8990266666666666
218.0,0.8990266666666666
220.0,0.8990266666666666
221.0,0.8990266666666666
223.0,0.8990266666666666
224.0,0.8990266666666666
225.0,0.8990266666666666
228.0,0.8990266666666666
229.0,0.8990266666666666
230.0,0.8990266666666666
231.0,0.8990266666666666
232.0,0.8990266666666666
233.0,0.8990266666666666
236.0,0.8990266666666666
237.0,0.8990266666666666
239.0,0.8990266666666666
240.0,0.8990266666666666
241.0,0.8990266666666666
242.0,0.8990266666666666
244.0,0.8990266666666666
245.0,0.8990266666666666
246.0,0.8990266666666666
248.0,0.8990266666666666
250.0,0.8990266666666666
252.0,0.8990266666666666
253.0,0.8990266666666666
254.0,0.8990266666666666
255.0,0.8990266666666666
256.0,0.8990266666666666
258.0,0.8990266666666666
259.0,0.8990266666666666
260.0,0.8990266666666666
261.0,0.8990266666666666
262.0,0.8990266666666666
263.0,0.8990266666666666
266.0,0.8990266666666666
267.0,0.8990266666666666
268.0,0.8990266666666666
269.0,0.8990266666666666
270.0,0.8990266666666666
271.0,0.8990266666666666
273.0,0.8990266666666666
274.0,0.8990266666666666
275.0,0.8990266666666666
276.0,0.8990266666666666
278.0,0.8990266666666666
280.0,0.8990266666666666
282.0,0.8990266666666666
283.0,0.8990266666666666
284.0,0.8990266666666666
286.0,0.8990266666666666
287.0,0.8990266666666666
289.0,0.8990266666666666
290.0,0.8990266666666666
292.0,0.8990266666666666
293.0,0.8990266666666666
295.0,0.8990266666666666
297.0,0.8990266666666666
298.0,0.8990266666666666
299.0,0.8990266666666666
300.0,0.8990266666666666
303.0,0.8990266666666666
305.0,0.8990266666666666
306.0,0.8990266666666666
307.0,0.8990266666666666
308.0,0.8990266666666666
310.0,0.8990266666666666
312.0,0.8990266666666666
