id,submit,input,run,output,complete,wait,response
3.0,1590.0,5500.0,13811.0,11750.0,32651.0,0.0,31061.0
6.0,2751.0,8750.0,9653.0,13000.0,34154.0,0.0,31403.0
1.0,0.0,2500.0,15810.0,18000.0,36310.0,0.0,36310.0
8.0,6553.0,5500.0,12983.0,15000.0,40036.0,0.0,33483.0
9.0,10355.0,7000.0,12815.0,13750.0,43920.0,0.0,33565.0
5.0,2566.0,3250.0,21571.0,17500.0,44887.0,0.0,42321.0
2.0,7.0,9000.0,16818.0,19500.0,45325.0,0.0,45318.0
4.0,2205.0,8000.0,22722.0,12500.0,45427.0,0.0,43222.0
10.0,14158.0,7750.0,8911.0,17250.0,48069.0,0.0,33911.0
7.0,5485.0,5500.0,17397.0,24500.0,52882.0,0.0,47397.0
11.0,14313.0,5250.0,18306.0,17250.0,55119.0,0.0,40806.0
16.0,28949.0,2750.0,12835.0,12000.0,56534.0,0.0,27585.0
17.0,28956.0,4000.0,13151.0,13500.0,59607.0,0.0,30651.0
18.0,28961.0,4750.0,13827.0,20750.0,68288.0,0.0,39327.0
12.0,21941.0,9750.0,19327.0,18250.0,69268.0,0.0,47327.0
15.0,28617.0,8750.0,13816.0,19500.0,70683.0,0.0,42066.0
14.0,27521.0,3750.0,20080.0,22500.0,73851.0,0.0,46330.0
13.0,26546.0,9500.0,18340.0,23750.0,78136.0,0.0,51590.0
21.0,35060.0,6000.0,18401.0,22750.0,82211.0,0.0,47151.0
31.0,50744.0,3000.0,18310.0,12000.0,84054.0,0.0,33310.0
36.0,50847.0,8750.0,10764.0,14250.0,84611.0,0.0,33764.0
41.0,51098.0,5250.0,18537.0,10250.0,85135.0,0.0,34037.0
48.0,51265.0,8000.0,15925.0,10500.0,85690.0,0.0,34425.0
32.0,50765.0,8250.0,15496.0,11500.0,86011.0,0.0,35246.0
35.0,50825.0,5500.0,17261.0,12500.0,86086.0,0.0,35261.0
34.0,50805.0,9000.0,12894.0,14250.0,86949.0,0.0,36144.0
29.0,50584.0,8000.0,13150.0,15750.0,87484.0,0.0,36900.0
30.0,50707.0,6500.0,17283.0,13000.0,87490.0,0.0,36783.0
42.0,51099.0,5250.0,21777.0,10000.0,88126.0,0.0,37027.0
37.0,50869.0,3250.0,12484.0,22500.0,89103.0,0.0,38234.0
51.0,60729.0,5250.0,13023.0,10500.0,89502.0,0.0,28773.0
23.0,50303.0,7000.0,18543.0,14750.0,90596.0,0.0,40293.0
19.0,31539.0,5000.0,41860.0,13000.0,91399.0,0.0,59860.0
24.0,50421.0,8000.0,17264.0,16250.0,91935.0,0.0,41514.0
33.0,50784.0,8000.0,20205.0,13000.0,91989.0,0.0,41205.0
73.0,65755.0,4500.0,10989.0,11500.0,92744.0,0.0,26989.0
79.0,66695.0,5750.0,6138.0,14250.0,92833.0,0.0,26138.0
26.0,50465.0,8000.0,17296.0,17750.0,93511.0,0.0,43046.0
27.0,50485.0,7750.0,15975.0,19750.0,93960.0,0.0,43475.0
53.0,62770.0,4000.0,13907.0,13500.0,94177.0,0.0,31407.0
47.0,51203.0,8750.0,17259.0,17500.0,94712.0,0.0,43509.0
50.0,51305.0,5000.0,18940.0,20000.0,95245.0,0.0,43940.0
28.0,50503.0,5250.0,20513.0,19750.0,96016.0,0.0,45513.0
46.0,51103.0,2500.0,18036.0,24750.0,96389.0,0.0,45286.0
44.0,51101.0,9250.0,24484.0,11750.0,96585.0,0.0,45484.0
43.0,51100.0,3500.0,22788.0,19250.0,96638.0,0.0,45538.0
74.0,65784.0,3750.0,16909.0,10250.0,96693.0,0.0,30909.0
49.0,51287.0,4250.0,21677.0,20250.0,97464.0,0.0,46177.0
40.0,51097.0,4250.0,24287.0,19000.0,98634.0,0.0,47537.0
