time,cpu
1.0,0.0068266666666666476
2.0,0.013653333333333295
3.0,0.020480000000000054
4.0,0.05461333333333329
6.0,0.055466666666666664
7.0,0.11093333333333333
8.0,0.12629333333333337
9.0,0.14762666666666668
10.0,0.14847999999999995
11.0,0.14933333333333332
12.0,0.15266666666666662
13.0,0.26957333333333333
14.0,0.2832266666666666
15.0,0.29688000000000003
17.0,0.3037066666666667
19.0,0.3139466666666667
20.0,0.3276
22.0,0.33442666666666665
25.0,0.3412533333333333
26.0,0.34807999999999995
28.0,0.36173333333333335
30.0,0.36856
31.0,0.3719733333333334
33.0,0.37538666666666665
34.0,0.3822133333333333
35.0,0.3856266666666667
36.0,0.38904000000000005
38.0,0.3924533333333333
40.0,0.3958666666666667
43.0,0.41634666666666664
44.0,0.4231733333333333
47.0,0.42402666666666666
50.0,0.42735999999999996
52.0,0.42821333333333333
53.0,0.4316266666666667
57.0,0.43504
59.0,0.43845333333333336
60.0,0.44186666666666663
62.0,0.44528
64.0,0.45210666666666666
67.0,0.45552000000000004
70.0,0.4589333333333333
71.0,0.46917333333333333
73.0,0.4725866666666667
76.0,0.476
77.0,0.47941333333333336
78.0,0.4828266666666666
80.0,0.4896533333333334
82.0,0.4947733333333333
83.0,0.50928
84.0,0.5161066666666667
87.0,0.5186666666666666
89.0,0.5254933333333334
90.0,0.53232
92.0,0.5391466666666667
93.0,0.5459733333333333
95.0,0.57328
96.0,0.5741333333333334
98.0,0.57584
100.0,0.5766933333333333
102.0,0.5775466666666667
104.0,0.5784
106.0,0.5801066666666667
108.0,0.58352
110.0,0.5843733333333334
111.0,0.5869333333333333
112.0,0.5894933333333333
114.0,0.5903466666666667
116.0,0.5912
118.0,0.5920533333333333
121.0,0.5929066666666667
122.0,0.5937600000000001
123.0,0.5954666666666666
124.0,0.59632
125.0,0.5971733333333333
128.0,0.5980266666666667
129.0,0.6048533333333334
131.0,0.6261866666666667
134.0,0.6295999999999999
135.0,0.6330133333333333
136.0,0.6364266666666667
137.0,0.6466666666666667
139.0,0.6534933333333333
140.0,0.6569066666666667
141.0,0.66032
142.0,0.6637333333333333
143.0,0.6671466666666667
145.0,0.67056
147.0,0.6739733333333333
148.0,0.6773866666666667
149.0,0.6808000000000001
151.0,0.6876266666666666
153.0,0.6918933333333334
156.0,0.6953066666666667
159.0,0.69872
161.0,0.7055466666666667
164.0,0.7123733333333333
170.0,0.7157866666666667
